gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886
alr3421,748,4130286,4131034,449,449,35.02601768,280,280,23.69567811,-1.478160596,398,398,30.00158394,-1.167472283,480,480,35.94474174,1.026229761,10000,not registered,0,Unknown,1,1,1,GO:0015979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3422,583,4131104,4131687,864,864,86.47512673,434,434,47.12310326,-1.835089813,1103,1103,106.6767233,1.233611645,1151,1151,110.5865977,1.278825506,10000,not registered,0,Unknown,1,1,1,GO:0009767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3423,544,4131912,4132456,194,194,20.8088869,159,159,18.5016701,-1.124703164,306,306,31.7164986,1.52418045,325,325,33.46418013,1.608167717,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3424,1105,4132690,4133795,78,78,4.118872458,70,71,4.067324089,-1.01267378,139,139,7.092759465,1.722014832,117,117,5.930882386,1.439928633,10000,not registered,0,Unknown,1,1,1,GO:0008446,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3425,1267,4133758,4135025,13,13,0.598704823,13,13,0.649500434,1.084842495,50,50,2.225133638,3.716578775,66,66,2.917850582,4.873604603,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3426,472,4135001,4135473,9,9,1.112619149,20,20,2.682258963,2.410761099,14,14,1.672433071,1.503149638,19,19,2.254796387,2.026566224,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3428,457,4135679,4136136,155,434,55.41400619,160,368,50.97348499,-1.087114334,340,938,115.7309047,2.088477492,607,1621,198.6838389,3.585444414,10000,not registered,0,Unknown,0.507728897,0.485121788,0.534159178,GO:0000027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3430,625,4136978,4137603,40,40,3.734444362,30,30,3.038462953,-1.229057066,25,25,2.255395456,-1.655782516,33,33,2.95753335,-1.262688842,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3431,2083,4137622,4139705,29,29,0.812371628,28,28,0.850905772,1.047434133,176,176,4.764157468,5.864504991,95,95,2.55464209,3.144671727,10000,not registered,0,Unknown,1,1,1.710896061,GO:0008131,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3434,1003,4141565,4142568,32,32,1.861637269,28,28,1.767135317,-1.053477485,43,43,2.41729822,1.298479709,60,60,3.350781009,1.799910791,112,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3437,2476,4143731,4146207,11,11,0.259231674,12,12,0.306791494,1.18346454,19,19,0.432678854,1.669081741,19,19,0.429831945,1.658099638,26,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3443,2245,4151545,4153790,13,13,0.337888201,13,13,0.366555479,1.084842495,27,27,0.678125582,2.006952538,51,51,1.272475879,3.765967193,10000,not registered,0,Unknown,1,1,1,GO:0009396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3444,1090,4153759,4154849,16,16,0.856523936,15,16,0.929193564,1.084842495,61,63,3.258942975,3.804847521,46,48,2.466666681,2.879857265,10000,not registered,0,Unknown,1,1,1,GO:0003887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3445,658,4154765,4155423,21,23,2.039613894,13,15,1.443039016,-1.413415626,138,141,12.08247566,5.923903386,39,44,3.745609612,1.83643072,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3448,1057,4157005,4158062,7,7,0.386428431,4,4,0.239550848,-1.613137399,7,7,0.373409844,-1.034864072,11,11,0.582925999,1.508496663,975,500to1000,1,Unknown,1,1,1,GO:0016765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3449,568,4157966,4158534,3,3,0.308190281,4,4,0.445783884,1.44645666,9,9,0.893422496,2.898931444,12,14,1.38062403,4.479777968,10000,not registered,0,Unknown,1,1,1.776536699,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3450,1654,4158487,4160141,23,23,0.811406253,29,29,1.109877892,1.367844885,65,65,2.215851037,2.730877448,78,79,2.675391322,3.297227884,10000,not registered,0,Unknown,1,1,1,GO:0008168,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3451,2197,4160240,4162437,125,125,3.319907439,92,93,2.679573041,-1.238968816,205,210,5.389543078,1.623401609,234,243,6.195436994,1.866147508,10000,not registered,0,Unknown,1,1,1,GO:0006310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3452,1348,4162343,4163691,21,23,0.99559788,26,27,1.267904608,1.273510755,45,46,1.924113334,1.932620963,49,50,2.077666514,2.086853091,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3453,793,4163625,4164418,9,9,0.662239897,8,8,0.638600873,-1.037016899,32,32,2.275304369,3.435770601,19,19,1.342073007,2.026566224,10000,not registered,0,Unknown,1,2.876551309,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3460,1129,4170966,4172095,15,15,0.775252788,19,19,1.06530108,1.374133827,21,21,1.048788852,1.352834674,24,24,1.190729266,1.535923875,707,500to1000,1,Unknown,1,1,1,GO:0004479,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3466,4681,4180704,4185385,105,105,1.308870494,106,106,1.433441363,1.095174328,233,233,2.806596567,2.144288973,160,160,1.914595657,1.462784643,10000,not registered,0,Unknown,1,0.474665888,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3469,487,4186300,4186787,7,7,0.838716329,1,1,0.129982159,-6.452549596,3,3,0.347340163,-2.414682835,6,6,0.690109518,-1.215338011,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3471,2266,4187045,4189311,12,12,0.309006319,3,3,0.083805796,-3.687171197,23,23,0.572309085,1.852095089,26,26,0.642701288,2.079896914,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3472,1774,4189284,4191058,5,5,0.164460804,5,5,0.178414069,1.084842495,48,48,1.525633905,9.276580622,47,47,1.48402074,9.023552765,10000,not registered,0,Unknown,1.510636003,1.992585206,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3473,2431,4191215,4193646,6,21,0.504057818,2,46,1.197803509,2.376321655,3,17,0.394299905,-1.278361501,7,34,0.783411038,1.554208683,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3475,1543,4194571,4196114,1,20,0.756327844,1,37,1.517918682,2.006958615,6,48,1.754034055,2.319145156,1,10,0.363019373,-2.08343659,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3476,400,4196003,4196403,0,1,0.145876733,0,1,0.158253279,1.084842495,0,4,0.563848864,3.865241926,4,6,0.840208338,5.759714531,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3477,1252,4196479,4197731,4,4,0.18642394,2,2,0.101120306,-1.843585599,11,11,0.495394369,2.657353824,11,12,0.536874337,2.879857265,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3479,550,4198044,4198594,13,13,1.379198202,6,6,0.690559762,-1.997217732,8,8,0.820143802,-1.681654118,14,14,1.425808089,1.033794916,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3481,658,4199038,4199696,1,1,0.088678865,1,1,0.096202601,1.084842495,2,2,0.171382633,1.932620963,3,3,0.255382474,2.879857265,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3482,433,4199592,4200025,0,0,0,1,1,0.146192405,Inf,0,0,0,1,0,0,0,1,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3485,721,4200710,4201431,2,2,0.161860453,1,1,0.087796549,-1.843585599,5,5,0.39101863,2.415776204,4,4,0.310756667,1.919904844,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3486,484,4201425,4201909,1,1,0.120559283,0,0,0,#NAME?,12,12,1.39797239,11.59572578,11,11,1.273042936,10.55947664,10000,not registered,0,Unknown,1,1,1,GO:0004519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3490,1381,4204577,4205958,67,72,3.042179513,69,76,3.483634812,1.145111522,117,131,5.348602547,1.758148237,166,176,7.138627444,2.346550364,24,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3491,1141,4205854,4206995,80,87,4.449176428,58,67,3.717079642,-1.196954829,235,251,12.40368666,2.787861274,222,248,12.174798,2.736416099,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3492,1345,4206909,4208254,10,10,0.43383415,9,9,0.423577549,-1.024214222,41,42,1.760717642,4.058504022,54,54,2.248884771,5.183743078,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3493,640,4208180,4208820,26,26,2.370496909,22,22,2.175982584,-1.08939149,20,20,1.7620277,-1.345323294,32,32,2.80069446,1.181479904,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3494,856,4208968,4209824,5,9,0.613500278,13,17,1.257152215,2.049146934,14,14,0.922182721,1.503149638,10,10,0.654367865,1.066613802,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3495,940,4209822,4210762,30,41,2.545083425,40,48,3.232407397,1.270059506,61,61,3.659019223,1.437681448,64,65,3.873300849,1.521875791,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3496,445,4210871,4211316,19,20,2.622503063,17,23,3.27175318,1.247568869,17,27,3.421105466,1.30451915,20,28,3.524469433,1.343933391,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3497,1159,4211233,4212392,254,266,13.39196236,79,91,4.970163372,-2.69447126,62,71,3.4541216,-3.877096384,43,50,2.416474944,-5.541941329,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3504,1024,4220568,4221592,214,214,12.19438314,188,188,11.62172516,-1.049274782,122,122,6.717730605,-1.815253373,85,85,4.649590412,-2.622679001,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3506,1081,4226511,4227592,14,14,0.755698154,18,19,1.112603995,1.472286243,21,22,1.147518502,1.518487899,12,12,0.621800805,-1.215338011,10000,not registered,0,Unknown,1,1,1,GO:0016765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3507,685,4227535,4228220,27,30,2.55550481,18,19,1.755802801,-1.455462315,36,36,2.963293299,1.159572578,30,30,2.453163031,-1.041718295,10000,not registered,0,Unknown,1,1,1,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3508,439,4228198,4228637,3,3,0.398751889,9,9,1.297748983,3.254527484,7,7,0.899075637,2.254724457,1,1,0.127594281,-3.125154885,10000,not registered,0,Unknown,1,1,1,GO:0005886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3510,1378,4229975,4231353,55,55,2.328946388,57,57,2.618414192,1.124291313,96,96,3.928119807,1.686651022,106,106,4.308760708,1.850090122,10000,not registered,0,Unknown,1,1,1,GO:0006189,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3511,1960,4231491,4233451,67,67,1.994641041,92,92,2.971286051,1.48963447,77,77,2.215120537,1.110535926,97,97,2.772115945,1.389781864,10000,not registered,0,Unknown,1,3.290635092,2.444955178,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3512,466,4233467,4233933,74,74,9.265989899,85,85,11.54637656,1.246102865,170,170,20.56959375,2.219902457,144,144,17.30901297,1.868015524,10000,not registered,0,Unknown,1,1,1,GO:0004150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3513,535,4233947,4234482,7,8,0.872533729,6,7,0.828241459,-1.053477485,2,2,0.210784622,-4.139456289,15,19,1.989278308,2.279887002,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3514,1003,4234401,4235404,127,135,7.853782229,54,65,4.102278414,-1.914492737,106,112,6.29621862,-1.247380801,74,82,4.579400713,-1.715024022,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3525,1378,4247274,4248652,84,84,3.556936302,51,53,2.434665828,-1.460954625,117,117,4.787396014,1.345932456,124,124,5.040437055,1.417072623,10000,not registered,0,Unknown,1,1,1,GO:0006189,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3527,1000,4250211,4251211,7,8,0.466805545,13,14,0.886218361,1.898474366,27,27,1.522391933,3.261297875,12,13,0.72818056,1.559922685,131,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr3528,829,4251107,4251936,5,5,0.351934217,7,8,0.61086911,1.735747991,16,18,1.224279801,3.478717733,13,13,0.87838427,2.495876297,1024,1000to1500,1,Unknown,1,1,0.640463127,GO:0016787,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
