gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886,old_locus_tag,locus_tag,protein_id,gene_symbol,product,diazo_mean_pident,diazo_hit_count,nondiazo_mean_pident,nondiazo_hit_count,diazo_minus_nondiazo_mean_pident,has_diazo_hit,has_nondiazo_hit,diazo_hit_frac,nondiazo_hit_frac
alr3647,1405,4400063,4401468,23,23,0.955207076,16,16,0.720869028,-1.325077149,350,350,14.04605711,14.70472472,60,60,2.392052208,2.504223709,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3647,PCC7120DELTA_RS19965,WP_010997791.1,PCC7120DELTA_RS19965,ABC exporter membrane fusion protein,65.84175,4,40.758,1,25.08375,1,1,0.5,0.5
alr3655,550,4411437,4411987,330,330,35.01041589,278,278,31.99593564,-1.094214474,191,191,19.58093327,-1.787985046,181,181,18.43366172,-1.899265399,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3655,PCC7120DELTA_RS20005,WP_010997799.1,PCC7120DELTA_RS20005,ATP-binding protein,74.093375,8,62.893,1,11.200375,1,1,1,0.5
alr3659,1870,4415044,4416914,565,565,17.63002226,512,512,17.33169599,-1.017212757,41,41,1.236246172,-14.26093173,108,108,3.235026756,-5.449729969,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3659,PCC7120DELTA_RS20025,WP_010997803.1,PCC7120DELTA_RS20025,calcium-binding protein,81.3105,2,33.836,1,47.4745,1,1,0.25,0.5
alr3661,412,4418661,4419073,1737,1737,246.0076553,934,934,143.5034586,-1.714297744,1944,1944,266.0490756,1.081466653,1729,1729,235.0679962,-1.046538275,735,500to1000,1,Unknown,1,1,1,GO:0006457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3661,PCC7120DELTA_RS20035,WP_010997805.1,groES,co-chaperone GroES,87.671625,8,81.863,2,5.808625,1,1,1,1
alr3663,1150,4420807,4421957,151,151,7.661699709,75,75,4.128346404,-1.855876169,174,174,8.531278463,1.113496846,190,190,9.254468651,1.207887153,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr3666,940,4422699,4423639,17,17,1.055278493,16,16,1.077469132,1.02102823,38,38,2.279389024,2.159988135,32,32,1.906855803,1.806969265,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3666,PCC7120DELTA_RS20055,WP_010997810.1,PCC7120DELTA_RS20055,urease accessory protein UreD,84.767,2,51.279,2,33.488,1,1,0.25,1
alr3667,403,4423566,4423969,21,23,3.330188443,8,11,1.727827362,-1.927384944,16,18,2.51843165,-1.322326315,26,27,3.752791584,1.126900669,10000,not registered,0,Unknown,1,1,1,GO:0043419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3667,PCC7120DELTA_RS20060,WP_010997811.1,ureA,urease subunit gamma,91.5,4,87.5,2,4,1,1,0.5,1
alr3668,427,4423889,4424316,26,28,3.826274961,25,28,4.150905674,1.084842495,20,22,2.905076114,-1.317099728,36,43,5.640742941,1.474212648,10000,not registered,0,Unknown,1,1,1,GO:0043419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3668,PCC7120DELTA_RS20065,WP_010997812.1,PCC7120DELTA_RS20065,urease subunit beta,71.47625,4,75.1525,2,-3.67625,1,1,0.5,1
alr3670,1807,4424694,4426501,29,29,0.93645274,22,22,0.770685586,-1.215090508,59,59,1.841011786,1.965942014,112,112,3.471807189,3.707402457,10000,not registered,0,Unknown,1,1.6230115,1,GO:0043419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3670,PCC7120DELTA_RS20075,WP_010997814.1,ureC,urease subunit alpha,84.87575,4,82.291,2,2.58475,1,1,0.5,1
alr3671,1324,4426494,4427818,282,282,12.42816878,55,55,2.629586204,-4.72628308,340,341,14.52208932,1.168481823,310,311,13.15734104,1.058670933,10000,not registered,0,Unknown,1,1,1,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3671,PCC7120DELTA_RS20080,WP_044521872.1,PCC7120DELTA_RS20080,hybrid sensor histidine kinase/response regulator,87.58,2,,0,,1,0,0.25,0
alr3676,2050,4431501,4433551,13,13,0.370028786,12,12,0.370544263,1.001393072,323,323,8.88405771,24.00909889,101,101,2.759708688,7.458091892,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3676,PCC7120DELTA_RS20105,WP_010997820.1,PCC7120DELTA_RS20105,caspase family protein,55.496,5,,0,,1,0,0.625,0
alr3681,1516,4439904,4441420,975,975,37.52765556,761,761,31.77592221,-1.181009171,1283,1283,47.71887153,1.271565485,1706,1706,63.03409959,1.679670597,10000,not registered,0,Unknown,1,1,1,GO:0003755,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3681,PCC7120DELTA_RS20130,WP_010997825.1,tig,trigger factor,63.80425,8,49.223,2,14.58125,1,1,1,1
alr3683,799,4443174,4443973,585,605,44.18294037,292,299,23.68847578,-1.865166032,802,812,57.30228755,1.296932415,787,819,57.41598906,1.29950584,10000,not registered,0,Unknown,1.607886222,1.540627942,1,GO:0004252,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3683,PCC7120DELTA_RS20140,WP_010997826.1,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,80.591,8,81.318,2,-0.727,1,1,1,1
alr3684,1438,4443882,4445320,1060,1078,43.74273103,729,744,32.75116535,-1.335608384,1213,1234,48.38591781,1.10614762,1072,1083,42.18570376,-1.036908884,10000,not registered,0,Unknown,1,1,1,GO:0006457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3684,PCC7120DELTA_RS20145,WP_010997827.1,clpX,ATP-dependent protease ATP-binding subunit ClpX,87.109875,8,80.931,2,6.178875,1,1,1,1
alr3690,1321,4450304,4451625,18,18,0.79508893,26,26,1.245900151,1.566994714,73,73,3.115894555,3.918925841,42,42,1.780910936,2.239888984,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3690,PCC7120DELTA_RS20175,WP_010997833.1,PCC7120DELTA_RS20175,O-antigen ligase family protein,53.442,8,40.0715,2,13.3705,1,1,1,1
alr3692,955,4458503,4459458,29,29,1.771905865,22,22,1.458250108,-1.215090508,34,34,2.007420039,1.132915737,99,99,5.806675425,3.277078957,10000,not registered,0,Unknown,1,0.459539042,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3692,PCC7120DELTA_RS20185,WP_010997835.1,PCC7120DELTA_RS20185,mechanosensitive ion channel family protein,89.58,2,,0,,1,0,0.25,0
alr3693,961,4459778,4460739,2,2,0.121437447,2,2,0.131740503,1.084842495,6,6,0.352038833,2.898931444,15,15,0.874306283,7.199643164,10000,not registered,0,Unknown,1,1,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3693,PCC7120DELTA_RS20190,WP_010997836.1,PCC7120DELTA_RS20190,mechanosensitive ion channel family protein,73.7326,5,,0,,1,0,0.625,0
alr3700,811,4468207,4469018,13,13,0.935337868,10,10,0.780534051,-1.198330639,83,83,5.7705864,6.169520766,24,24,1.657624341,1.772219856,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr3701,1741,4469051,4470792,7,7,0.234609335,6,6,0.218155008,-1.075424933,26,26,0.842048849,3.589153217,17,17,0.546947798,2.331313024,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr3703,910,4471774,4472684,9,9,0.577094767,6,6,0.417371285,-1.382689199,10,10,0.619614136,1.073678313,7,7,0.430876071,-1.339352093,10000,not registered,0,Unknown,1,1,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3703,PCC7120DELTA_RS20235,WP_044521901.1,PCC7120DELTA_RS20235,AEC family transporter,84.7715,2,39.009,1,45.7625,1,1,0.25,0.5
alr3705,1564,4473244,4474808,56,56,2.089283131,63,63,2.549861014,1.220447806,71,71,2.559671953,1.225143646,101,101,3.617265224,1.731342761,2,within500,1,Unknown,1,0.513715498,1,GO:0015293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3705,PCC7120DELTA_RS20245,WP_010997848.1,PCC7120DELTA_RS20245,MFS transporter,63.461,6,61.039,1,2.422,1,1,0.75,0.5
alr3706,1741,4475052,4476793,42,42,1.407656009,20,20,0.72718336,-1.935764879,29,29,0.939208332,-1.498768657,33,33,1.061722196,-1.325823284,10000,not registered,0,Unknown,1,1,1,GO:0004672,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3706,PCC7120DELTA_RS20250,WP_190449801.1,PCC7120DELTA_RS20250,serine/threonine protein kinase,74.935,3,45.516,1,29.419,1,1,0.375,0.5
alr3707,838,4477101,4477939,236,237,16.502523,232,232,17.52494543,1.061955522,149,149,10.02547503,-1.646058961,284,284,18.98322737,1.150322733,10000,not registered,0,Unknown,1,0.579965928,0.58569244,GO:0050620,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3707,PCC7120DELTA_RS20255,WP_010997850.1,PCC7120DELTA_RS20255,phycocyanobilin:ferredoxin oxidoreductase,73.600875,8,65.738,2,7.862875,1,1,1,1
alr3715,400,4484280,4484680,81,81,11.81601536,91,91,14.40104837,1.218773667,741,741,104.453002,8.839951442,247,247,34.58857658,2.927262323,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3715,PCC7120DELTA_RS20290,WP_010997858.1,PCC7120DELTA_RS20290,hypothetical protein,50.7525,4,,0,,1,0,0.5,0
alr3718,859,4489759,4490618,39,39,2.649216569,30,30,2.210755932,-1.198330639,59,59,3.872768681,1.461854318,25,25,1.630206321,-1.62508054,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3718,PCC7120DELTA_RS20305,WP_044521903.1,PCC7120DELTA_RS20305,Uma2 family endonuclease,,0,,0,,0,0,0,0
alr3720,490,4491505,4491995,5,5,0.595415236,10,10,1.2918635,2.169684989,48,48,5.523417442,9.276580622,19,19,2.171967132,3.647819203,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3720,PCC7120DELTA_RS20315,WP_010997863.1,PCC7120DELTA_RS20315,hypothetical protein,85.19633333,3,,0,,1,0,0.375,0
alr3729,517,4501780,4502297,59,59,6.658976588,35,35,4.285388594,-1.55387929,98,98,10.68804423,1.605058088,116,116,12.56791324,1.887364084,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3729,PCC7120DELTA_RS20360,WP_010997871.1,PCC7120DELTA_RS20360,nuclear transport factor 2 family protein,95.652,1,,0,,1,0,0.125,0
alr3730,1483,4502310,4503793,30,30,1.180391635,19,19,0.811008037,-1.455462315,58,58,2.205207964,1.868200264,63,63,2.379551598,2.015900086,10000,not registered,0,Unknown,1,1,1,GO:0008171,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3730,PCC7120DELTA_RS20365,WP_010997872.1,PCC7120DELTA_RS20365,3' terminal RNA ribose 2'-O-methyltransferase Hen1,93.45,1,,0,,1,0,0.125,0
alr3739,1129,4515005,4516134,322,322,16.64209317,237,237,13.28822926,-1.252393592,381,381,19.02802632,1.143367371,358,358,17.76171155,1.067276295,10000,not registered,0,Unknown,0.266289062,0.521312711,0.274818658,GO:0003924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3739,PCC7120DELTA_RS20410,WP_010997880.1,obgE,GTPase ObgE,80.02975,8,72.929,2,7.10075,1,1,1,1
alr3742,1183,4518328,4519511,74,74,3.650001093,66,66,3.531603179,-1.03352526,129,129,6.148478736,1.684514218,161,161,7.623192022,2.088545134,10000,not registered,0,Unknown,1,1,1,GO:0016682,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3742,PCC7120DELTA_RS20425,WP_010997883.1,psbA,photosystem II q(b) protein,89.0012,5,,0,,1,0,0.625,0
alr3749,1501,4525968,4527469,9,9,0.349870912,15,15,0.632591388,1.808070824,59,59,2.216327979,6.334702045,35,35,1.306120001,3.733148307,9,within500,1,Unknown,1,1,1,GO:0016810,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3749,PCC7120DELTA_RS20460,WP_010997890.1,PCC7120DELTA_RS20460,amidohydrolase,88.2795,2,,0,,1,0,0.25,0
alr3751,1267,4528263,4529530,97,97,4.467259065,86,86,4.296695178,-1.03969653,239,239,10.63613879,2.380909331,162,162,7.161996883,1.603219509,8,within500,1,Unknown,1,1,1,GO:0004325,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3751,PCC7120DELTA_RS20470,WP_010997892.1,hemH,ferrochelatase,79.299875,8,72.739,2,6.560875,1,1,1,1
alr3752,652,4529702,4530354,0,0,0,0,0,0,1,1,1,0.086479887,Inf,1,1,0.085910873,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3752,PCC7120DELTA_RS20475,WP_010997893.1,PCC7120DELTA_RS20475,DUF2808 domain-containing protein,89.617,1,,0,,1,0,0.125,0
alr3754,1402,4531839,4533241,1,1,0.04161961,1,1,0.045150721,1.084842495,4,4,0.160869861,3.865241926,14,14,0.559339835,13.43933391,10000,not registered,0,Unknown,1,1,1,GO:0030244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3754,PCC7120DELTA_RS20490,WP_010997895.1,PCC7120DELTA_RS20490,BCSC C-terminal domain-containing protein,74.4465,2,,0,,1,0,0.25,0
alr3755,1588,4533220,4534808,0,0,0,2,2,0.079724574,Inf,3,3,0.106520566,Inf,5,5,0.17636615,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3755,PCC7120DELTA_RS20495,WP_010997896.1,PCC7120DELTA_RS20495,DUF3131 domain-containing protein,83.434,2,,0,,1,0,0.25,0
alr3756,2920,4534949,4537869,3,3,0.059949342,6,6,0.130071188,2.169684989,10,10,0.193098926,3.221034938,15,15,0.287742582,4.799762109,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3756,PCC7120DELTA_RS20500,WP_010997897.1,PCC7120DELTA_RS20500,DUF3131 domain-containing protein,88.4895,2,,0,,1,0,0.25,0
alr3757,2182,4537734,4539916,3,3,0.080225518,1,1,0.029010684,-2.765378398,7,8,0.206727356,2.576827951,5,5,0.128354467,1.599920703,10000,not registered,0,Unknown,1,1,1,GO:0030244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3757,PCC7120DELTA_RS20505,WP_044521920.1,PCC7120DELTA_RS20505,glycosyltransferase,85.8715,2,,0,,1,0,0.25,0
alr3758,439,4540150,4540589,1,1,0.132917296,11,11,1.586137646,11.93326744,4,4,0.513757507,3.865241926,8,8,1.020754245,7.679619374,10000,not registered,0,Unknown,1,1,1,GO:0043856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3758,PCC7120DELTA_RS20510,WP_010997899.1,PCC7120DELTA_RS20510,STAS domain-containing protein,80.787,2,,0,,1,0,0.25,0
alr3760,517,4541853,4542370,1,1,0.11286401,0,0,0,#NAME?,1,1,0.109061676,-1.034864072,0,0,0,#NAME?,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3760,PCC7120DELTA_RS20520,WP_010997901.1,PCC7120DELTA_RS20520,ATP-binding protein,54.08542857,7,40.909,1,13.17642857,1,1,0.875,0.5
alr3762,1867,4547700,4549567,50,50,1.562685944,35,35,1.186687683,-1.316846856,201,201,6.070360024,3.884568135,121,121,3.630252059,2.323084861,10000,not registered,0,Unknown,1,1,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3762,PCC7120DELTA_RS20530,WP_010997903.1,PCC7120DELTA_RS20530,peptide ABC transporter substrate-binding protein,68.94116667,6,60.306,2,8.635166667,1,1,0.75,1
alr3769,823,4556362,4557185,13,13,0.921699892,21,22,1.692137124,1.835887299,13,13,0.890648266,-1.034864072,13,13,0.884788043,-1.041718295,10000,not registered,0,Unknown,1,1,1,GO:0004061,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr3769,PCC7120DELTA_RS20560,WP_044521926.1,PCC7120DELTA_RS20560,cyclase family protein,85.0185,2,,0,,1,0,0.25,0
